,tahun,bulan,jenis,kode_trayek,trayek,jumlah_penumpang,kategory_penumpang
472,2021,6,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,23236,sepi penumpang (Angkutan Umum Integrasi)
473,2021,6,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,12806,sepi penumpang (Angkutan Umum Integrasi)
474,2021,6,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,26985,sepi penumpang (Angkutan Umum Integrasi)
475,2021,6,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,8474,sepi penumpang (Angkutan Umum Integrasi)
476,2021,6,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,9246,sepi penumpang (Angkutan Umum Integrasi)
477,2021,6,Angkutan Umum Integrasi,1M,Meruya - Blok M,22951,sepi penumpang (Angkutan Umum Integrasi)
478,2021,6,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,39470,sepi penumpang (Angkutan Umum Integrasi)
479,2021,6,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,6886,sepi penumpang (Angkutan Umum Integrasi)
480,2021,6,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,63772,sepi penumpang (Angkutan Umum Integrasi)
481,2021,6,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,14938,sepi penumpang (Angkutan Umum Integrasi)
482,2021,6,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,22033,sepi penumpang (Angkutan Umum Integrasi)
483,2021,6,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,66928,sepi penumpang (Angkutan Umum Integrasi)
484,2021,6,Angkutan Umum Integrasi,12B,Pluit - Senen,10761,sepi penumpang (Angkutan Umum Integrasi)
485,2021,6,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,10744,sepi penumpang (Angkutan Umum Integrasi)
486,2021,6,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,50089,sepi penumpang (Angkutan Umum Integrasi)
487,2021,6,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,32798,sepi penumpang (Angkutan Umum Integrasi)
488,2021,6,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,1,sepi penumpang (Angkutan Umum Integrasi)
489,2021,6,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,33,sepi penumpang (Angkutan Umum Integrasi)
490,2021,1,Mikrotrans,JAK.88,Terminal Tanjung Priok - Ancol Barat,1473,sepi penumpang (Mikrotrans)
491,2021,1,Mikrotrans,JAK.85,Bintara - Cipinang Indah,20280,sepi penumpang (Mikrotrans)
492,2021,1,Mikrotrans,JAK.84,Terminal Kampung Melayu - Kapin Raya,28779,sepi penumpang (Mikrotrans)
493,2021,1,Mikrotrans,JAK.80,Rawa Buaya - Rawa Kompeni,54998,sepi penumpang (Mikrotrans)
494,2021,1,Mikrotrans,JAK.77,Tanjung Priok - Jembatan Item,60284,sepi penumpang (Mikrotrans)
495,2021,1,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,48220,sepi penumpang (Mikrotrans)
496,2021,1,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,38572,sepi penumpang (Mikrotrans)
497,2021,1,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,65087,sepi penumpang (Mikrotrans)
498,2021,1,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,85416,sepi penumpang (Mikrotrans)
499,2021,1,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,62822,sepi penumpang (Mikrotrans)
500,2021,1,Mikrotrans,JAK.64,Lenteng Agung - Aseli,36802,sepi penumpang (Mikrotrans)
501,2021,1,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,36899,sepi penumpang (Mikrotrans)
502,2021,1,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,72704,sepi penumpang (Mikrotrans)
503,2021,1,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,90624,sepi penumpang (Mikrotrans)
504,2021,1,Mikrotrans,JAK.58,Cilingcing - Rorotan,96030,sepi penumpang (Mikrotrans)
505,2021,1,Mikrotrans,JAK.56,Grogol - Srengseng,50223,sepi penumpang (Mikrotrans)
506,2021,1,Mikrotrans,JAK.54,Grogol - Benhil,25049,sepi penumpang (Mikrotrans)
507,2021,1,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,20947,sepi penumpang (Mikrotrans)
508,2021,1,Mikrotrans,JAK.52,Kalideres - Muara Angke,42875,sepi penumpang (Mikrotrans)
509,2021,1,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,96336,sepi penumpang (Mikrotrans)
510,2021,1,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,61171,sepi penumpang (Mikrotrans)
511,2021,1,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,36662,sepi penumpang (Mikrotrans)
512,2021,1,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,39551,sepi penumpang (Mikrotrans)
513,2021,1,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,59975,sepi penumpang (Mikrotrans)
514,2021,1,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,47171,sepi penumpang (Mikrotrans)
515,2021,1,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,53202,sepi penumpang (Mikrotrans)
516,2021,1,Mikrotrans,JAK.43,Tongtek - Cililitan,74225,sepi penumpang (Mikrotrans)
517,2021,1,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,50456,sepi penumpang (Mikrotrans)
518,2021,1,Mikrotrans,JAK.41,Kampung Melayu - Pulo Gadung,21109,sepi penumpang (Mikrotrans)
519,2021,1,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,41797,sepi penumpang (Mikrotrans)
520,2021,1,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,54414,sepi penumpang (Mikrotrans)
521,2021,1,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,43994,sepi penumpang (Mikrotrans)
522,2021,1,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,46026,sepi penumpang (Mikrotrans)
523,2021,1,Mikrotrans,JAK.36,Cilangkap - Cililitan,87842,sepi penumpang (Mikrotrans)
524,2021,1,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,29321,sepi penumpang (Mikrotrans)
525,2021,1,Mikrotrans,JAK.34,Rawamangun - Klender,68848,sepi penumpang (Mikrotrans)
526,2021,1,Mikrotrans,JAK.33,Pulo Gadung - Kota,46531,sepi penumpang (Mikrotrans)
527,2021,1,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,83768,sepi penumpang (Mikrotrans)
528,2021,1,Mikrotrans,JAK.31,Blok M - Andara,55577,sepi penumpang (Mikrotrans)
529,2021,1,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,128066,sepi penumpang (Mikrotrans)
530,2021,1,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,105832,sepi penumpang (Mikrotrans)
531,2021,1,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,63490,sepi penumpang (Mikrotrans)
532,2021,1,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,47626,sepi penumpang (Mikrotrans)
533,2021,1,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,36715,sepi penumpang (Mikrotrans)
534,2021,1,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,56614,sepi penumpang (Mikrotrans)
535,2021,1,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,68914,sepi penumpang (Mikrotrans)
536,2021,1,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,26467,sepi penumpang (Mikrotrans)
537,2021,1,Mikrotrans,JAK.21,Cililitan - Dwikora,56815,sepi penumpang (Mikrotrans)
538,2021,1,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,59451,sepi penumpang (Mikrotrans)
539,2021,1,Mikrotrans,JAK.19,Pinang Ranti - Kampung Rambutan,103680,sepi penumpang (Mikrotrans)
540,2021,1,Mikrotrans,JAK.18,Kalibata - Kuningan,29032,sepi penumpang (Mikrotrans)
541,2021,1,Mikrotrans,JAK.17,Senen - Pulo Gadung,33859,sepi penumpang (Mikrotrans)
542,2021,1,Mikrotrans,JAK.16,Cililitan - Condet,55944,sepi penumpang (Mikrotrans)
543,2021,1,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,118715,sepi penumpang (Mikrotrans)
544,2021,1,Mikrotrans,JAK.14,Tanah Abang - Meruya,74084,sepi penumpang (Mikrotrans)
545,2021,1,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,14490,sepi penumpang (Mikrotrans)
546,2021,1,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,65016,sepi penumpang (Mikrotrans)
547,2021,1,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,67367,sepi penumpang (Mikrotrans)
548,2021,1,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,52710,sepi penumpang (Mikrotrans)
549,2021,1,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama,72135,sepi penumpang (Mikrotrans)
550,2021,1,Mikrotrans,JAK.10,Tanah Abang - Kota,48001,sepi penumpang (Mikrotrans)
551,2021,1,Mikrotrans,JAK.09,Roxy Mas - Karet,19924,sepi penumpang (Mikrotrans)
552,2021,1,Mikrotrans,JAK.08,Roxy - Benhil,22289,sepi penumpang (Mikrotrans)
553,2021,1,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,41856,sepi penumpang (Mikrotrans)
554,2021,1,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,73456,sepi penumpang (Mikrotrans)
555,2021,1,Mikrotrans,JAK.05,Semper - Rorotan,68172,sepi penumpang (Mikrotrans)
556,2021,1,Mikrotrans,JAK.04,Grogol - Tubagus Angke,45679,sepi penumpang (Mikrotrans)
557,2021,1,Mikrotrans,JAK.03,Lebak Bulus - Andara,31712,sepi penumpang (Mikrotrans)
558,2021,1,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,44415,sepi penumpang (Mikrotrans)
559,2021,1,Mikrotrans,JAK.01,Tanjung Priok - Plumpang,56172,sepi penumpang (Mikrotrans)
560,2021,1,BRT,9,Pinang Ranti - Pluit,622613,ramai penumpang (brt)
561,2021,1,BRT,8,Lebak Bulus - Harmoni,419996,sedang penumpang (brt)
562,2021,1,BRT,7,Kampung Rambutan - Kampung Melayu,377657,sedang penumpang (brt)
563,2021,1,BRT,6,Ragunan - Dukuh Atas 2,320411,sedang penumpang (brt)
564,2021,1,BRT,5,Kampung Melayu - Ancol,400573,sedang penumpang (brt)
565,2021,1,BRT,4,Pulo Gadung 2 - Tosari,249575,sedang penumpang (brt)
566,2021,1,BRT,3,Kalideres - Pasar Baru,444971,sedang penumpang (brt)
567,2021,1,BRT,2,Pulo Gadung 1 - Harmoni,323751,sedang penumpang (brt)
568,2021,1,BRT,13,Ciledug - Tendean,266290,sedang penumpang (brt)
569,2021,1,BRT,12,Penjaringan - Sunter Bouleverd Barat,137793,sepi penumpang (brt)
570,2021,1,BRT,11,Pulo Gebang - Kampung Melayu,134632,sepi penumpang (brt)
571,2021,1,BRT,10,Tanjung Priok - PGC 2,356211,sedang penumpang (brt)
572,2021,1,BRT,1,Blok M - Kota,773717,ramai penumpang (brt)
573,2021,1,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,261,sepi penumpang (Angkutan Umum Integrasi)
574,2021,1,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,76,sepi penumpang (Angkutan Umum Integrasi)
575,2021,1,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,15039,sepi penumpang (Angkutan Umum Integrasi)
576,2021,1,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,75918,sepi penumpang (Angkutan Umum Integrasi)
577,2021,1,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,6867,sepi penumpang (Angkutan Umum Integrasi)
578,2021,1,Angkutan Umum Integrasi,8E,Bintaro - Blok M,21336,sepi penumpang (Angkutan Umum Integrasi)
579,2021,1,Angkutan Umum Integrasi,8D,Joglo - Blok M,38523,sepi penumpang (Angkutan Umum Integrasi)
580,2021,1,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,13021,sepi penumpang (Angkutan Umum Integrasi)
581,2021,1,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,27248,sepi penumpang (Angkutan Umum Integrasi)
582,2021,1,Angkutan Umum Integrasi,7D,Pancoran - TMII,17464,sepi penumpang (Angkutan Umum Integrasi)
583,2021,1,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,87284,sepi penumpang (Angkutan Umum Integrasi)
584,2021,1,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,47005,sepi penumpang (Angkutan Umum Integrasi)
585,2021,1,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,1780,sepi penumpang (Angkutan Umum Integrasi)
586,2021,1,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,25781,sepi penumpang (Angkutan Umum Integrasi)
587,2021,1,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,15742,sepi penumpang (Angkutan Umum Integrasi)
588,2021,1,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,94200,sepi penumpang (Angkutan Umum Integrasi)
589,2021,1,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,87492,sepi penumpang (Angkutan Umum Integrasi)
590,2021,1,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,18094,sepi penumpang (Angkutan Umum Integrasi)
591,2021,1,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,8008,sepi penumpang (Angkutan Umum Integrasi)
592,2021,1,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,39562,sepi penumpang (Angkutan Umum Integrasi)
593,2021,1,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,31546,sepi penumpang (Angkutan Umum Integrasi)
594,2021,1,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,24385,sepi penumpang (Angkutan Umum Integrasi)
595,2021,1,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,13518,sepi penumpang (Angkutan Umum Integrasi)
596,2021,1,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,29449,sepi penumpang (Angkutan Umum Integrasi)
597,2021,1,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,8793,sepi penumpang (Angkutan Umum Integrasi)
598,2021,1,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,9987,sepi penumpang (Angkutan Umum Integrasi)
599,2021,1,Angkutan Umum Integrasi,1M,Meruya - Blok M,29169,sepi penumpang (Angkutan Umum Integrasi)
600,2021,1,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,45597,sepi penumpang (Angkutan Umum Integrasi)
601,2021,1,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,6090,sepi penumpang (Angkutan Umum Integrasi)
602,2021,1,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,76707,sepi penumpang (Angkutan Umum Integrasi)
603,2021,1,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,18502,sepi penumpang (Angkutan Umum Integrasi)
604,2021,1,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,24996,sepi penumpang (Angkutan Umum Integrasi)
605,2021,1,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,62721,sepi penumpang (Angkutan Umum Integrasi)
606,2021,1,Angkutan Umum Integrasi,12B,Pluit - Senen,9506,sepi penumpang (Angkutan Umum Integrasi)
607,2021,1,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,9436,sepi penumpang (Angkutan Umum Integrasi)
608,2021,1,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,61434,sepi penumpang (Angkutan Umum Integrasi)
609,2021,1,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,41881,sepi penumpang (Angkutan Umum Integrasi)
610,2021,5,Mikrotrans,JAK.88,Terminal Tanjung Priok - Ancol Barat,29592,sepi penumpang (Mikrotrans)
611,2021,5,Mikrotrans,JAK.85,Bintara - Cipinang Indah,28069,sepi penumpang (Mikrotrans)
612,2021,5,Mikrotrans,JAK.84,Terminal Kampung Melayu - Kapin Raya,40355,sepi penumpang (Mikrotrans)
613,2021,5,Mikrotrans,JAK.80,Rawa Buaya - Rawa Kompeni,66030,sepi penumpang (Mikrotrans)
614,2021,5,Mikrotrans,JAK.77,Tanjung Priok - Jembatan Item,62948,sepi penumpang (Mikrotrans)
615,2021,5,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,46434,sepi penumpang (Mikrotrans)
616,2021,5,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,43117,sepi penumpang (Mikrotrans)
617,2021,5,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,74041,sepi penumpang (Mikrotrans)
618,2021,5,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,98840,sepi penumpang (Mikrotrans)
619,2021,5,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,63711,sepi penumpang (Mikrotrans)
620,2021,5,Mikrotrans,JAK.64,Lenteng Agung - Aseli,44437,sepi penumpang (Mikrotrans)
621,2021,5,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,37132,sepi penumpang (Mikrotrans)
622,2021,5,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,70382,sepi penumpang (Mikrotrans)
623,2021,5,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,88187,sepi penumpang (Mikrotrans)
624,2021,5,Mikrotrans,JAK.58,Cilingcing - Rorotan,96611,sepi penumpang (Mikrotrans)
625,2021,5,Mikrotrans,JAK.56,Grogol - Srengseng,52740,sepi penumpang (Mikrotrans)
626,2021,5,Mikrotrans,JAK.54,Grogol - Benhil,39288,sepi penumpang (Mikrotrans)
627,2021,5,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,35808,sepi penumpang (Mikrotrans)
628,2021,5,Mikrotrans,JAK.52,Kalideres - Muara Angke,57570,sepi penumpang (Mikrotrans)
629,2021,5,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,97315,sepi penumpang (Mikrotrans)
630,2021,5,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,67209,sepi penumpang (Mikrotrans)
631,2021,5,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,42656,sepi penumpang (Mikrotrans)
632,2021,5,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,52794,sepi penumpang (Mikrotrans)
633,2021,5,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,82255,sepi penumpang (Mikrotrans)
634,2021,5,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,56396,sepi penumpang (Mikrotrans)
635,2021,5,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,64791,sepi penumpang (Mikrotrans)
636,2021,5,Mikrotrans,JAK.43,Tongtek - Cililitan,91303,sepi penumpang (Mikrotrans)
637,2021,5,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,67202,sepi penumpang (Mikrotrans)
638,2021,5,Mikrotrans,JAK.41,Kampung Melayu - Pulo Gadung,39978,sepi penumpang (Mikrotrans)
639,2021,5,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,44007,sepi penumpang (Mikrotrans)
640,2021,5,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,64356,sepi penumpang (Mikrotrans)
641,2021,5,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,51306,sepi penumpang (Mikrotrans)
642,2021,5,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,58115,sepi penumpang (Mikrotrans)
643,2021,5,Mikrotrans,JAK.36,Cilangkap - Cililitan,90157,sepi penumpang (Mikrotrans)
644,2021,5,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,34739,sepi penumpang (Mikrotrans)
645,2021,5,Mikrotrans,JAK.34,Rawamangun - Klender,79082,sepi penumpang (Mikrotrans)
646,2021,5,Mikrotrans,JAK.33,Pulo Gadung - Kota,48601,sepi penumpang (Mikrotrans)
647,2021,5,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,88819,sepi penumpang (Mikrotrans)
648,2021,5,Mikrotrans,JAK.31,Blok M - Andara,63954,sepi penumpang (Mikrotrans)
649,2021,5,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,136430,sepi penumpang (Mikrotrans)
650,2021,5,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,108161,sepi penumpang (Mikrotrans)
651,2021,5,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,67506,sepi penumpang (Mikrotrans)
652,2021,5,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,47707,sepi penumpang (Mikrotrans)
653,2021,5,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,43724,sepi penumpang (Mikrotrans)
654,2021,5,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,62075,sepi penumpang (Mikrotrans)
655,2021,5,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,73953,sepi penumpang (Mikrotrans)
656,2021,5,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,32690,sepi penumpang (Mikrotrans)
657,2021,5,Mikrotrans,JAK.21,Cililitan - Dwikora,61989,sepi penumpang (Mikrotrans)
658,2021,5,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,64374,sepi penumpang (Mikrotrans)
659,2021,5,Mikrotrans,JAK.19,Pinang Ranti - Kampung Rambutan,115780,sepi penumpang (Mikrotrans)
660,2021,5,Mikrotrans,JAK.18,Kalibata - Kuningan,35873,sepi penumpang (Mikrotrans)
661,2021,5,Mikrotrans,JAK.17,Senen - Pulo Gadung,39786,sepi penumpang (Mikrotrans)
662,2021,5,Mikrotrans,JAK.16,Cililitan - Condet,71832,sepi penumpang (Mikrotrans)
663,2021,5,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,129203,sepi penumpang (Mikrotrans)
664,2021,5,Mikrotrans,JAK.14,Tanah Abang - Meruya,83600,sepi penumpang (Mikrotrans)
665,2021,5,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,17058,sepi penumpang (Mikrotrans)
666,2021,5,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,65327,sepi penumpang (Mikrotrans)
667,2021,5,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,85211,sepi penumpang (Mikrotrans)
668,2021,5,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,49628,sepi penumpang (Mikrotrans)
669,2021,5,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama,69701,sepi penumpang (Mikrotrans)
670,2021,5,Mikrotrans,JAK.10,Tanah Abang - Kota,49104,sepi penumpang (Mikrotrans)
671,2021,5,Mikrotrans,JAK.09,Roxy Mas - Karet,19727,sepi penumpang (Mikrotrans)
672,2021,5,Mikrotrans,JAK.08,Roxy - Benhil,29436,sepi penumpang (Mikrotrans)
673,2021,5,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,49450,sepi penumpang (Mikrotrans)
674,2021,5,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,82681,sepi penumpang (Mikrotrans)
675,2021,5,Mikrotrans,JAK.05,Semper - Rorotan,72159,sepi penumpang (Mikrotrans)
676,2021,5,Mikrotrans,JAK.04,Grogol - Tubagus Angke,51092,sepi penumpang (Mikrotrans)
677,2021,5,Mikrotrans,JAK.03,Lebak Bulus - Andara,34997,sepi penumpang (Mikrotrans)
678,2021,5,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,51453,sepi penumpang (Mikrotrans)
679,2021,5,Mikrotrans,JAK.01,Tanjung Priok - Plumpang,62646,sepi penumpang (Mikrotrans)
680,2021,5,BRT,9,Pinang Ranti - Pluit,663201,ramai penumpang (brt)
681,2021,5,BRT,8,Lebak Bulus - Harmoni,480392,ramai penumpang (brt)
682,2021,5,BRT,7,Kampung Rambutan - Kampung Melayu,416381,sedang penumpang (brt)
683,2021,5,BRT,6,Ragunan - Dukuh Atas 2,351285,sedang penumpang (brt)
684,2021,5,BRT,5,Kampung Melayu - Ancol,469390,ramai penumpang (brt)
685,2021,5,BRT,4,Pulo Gadung 2 - Tosari,269533,sedang penumpang (brt)
686,2021,5,BRT,3,Kalideres - Pasar Baru,496285,ramai penumpang (brt)
687,2021,5,BRT,2,Pulo Gadung 1 - Harmoni,358525,sedang penumpang (brt)
688,2021,5,BRT,13,Ciledug - Tendean,323662,sedang penumpang (brt)
689,2021,5,BRT,12,Penjaringan - Sunter Bouleverd Barat,138371,sepi penumpang (brt)
690,2021,5,BRT,11,Pulo Gebang - Kampung Melayu,154256,sepi penumpang (brt)
691,2021,5,BRT,10,Tanjung Priok - PGC 2,396760,sedang penumpang (brt)
692,2021,5,BRT,1,Blok M - Kota,937452,ramai penumpang (brt)
693,2021,5,Angkutan Umum Integrasi,9H,Cipedak - Blok M,10968,sepi penumpang (Angkutan Umum Integrasi)
694,2021,5,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,10808,sepi penumpang (Angkutan Umum Integrasi)
695,2021,5,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,72275,sepi penumpang (Angkutan Umum Integrasi)
696,2021,5,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,6416,sepi penumpang (Angkutan Umum Integrasi)
697,2021,5,Angkutan Umum Integrasi,8E,Bintaro - Blok M,18780,sepi penumpang (Angkutan Umum Integrasi)
698,2021,5,Angkutan Umum Integrasi,8D,Joglo - Blok M,27926,sepi penumpang (Angkutan Umum Integrasi)
699,2021,5,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,17630,sepi penumpang (Angkutan Umum Integrasi)
700,2021,5,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,22375,sepi penumpang (Angkutan Umum Integrasi)
701,2021,5,Angkutan Umum Integrasi,7D,Pancoran - TMII,22748,sepi penumpang (Angkutan Umum Integrasi)
702,2021,5,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,74042,sepi penumpang (Angkutan Umum Integrasi)
703,2021,5,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,59239,sepi penumpang (Angkutan Umum Integrasi)
704,2021,5,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,1955,sepi penumpang (Angkutan Umum Integrasi)
705,2021,5,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,23488,sepi penumpang (Angkutan Umum Integrasi)
706,2021,5,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,19834,sepi penumpang (Angkutan Umum Integrasi)
707,2021,5,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,14432,sepi penumpang (Angkutan Umum Integrasi)
708,2021,5,Angkutan Umum Integrasi,6F,Stasiun Manggarai - Ragunan,377,sepi penumpang (Angkutan Umum Integrasi)
709,2021,5,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,71930,sepi penumpang (Angkutan Umum Integrasi)
