,tahun,bulan,jenis,kode_trayek,trayek,jumlah_penumpang,kategory_penumpang
234,2021,8,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,11069,sepi penumpang (Angkutan Umum Integrasi)
235,2021,8,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,16271,sepi penumpang (Angkutan Umum Integrasi)
236,2021,8,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,0,sepi penumpang (Angkutan Umum Integrasi)
237,2021,8,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,35608,sepi penumpang (Angkutan Umum Integrasi)
238,2021,8,Angkutan Umum Integrasi,12B,Pluit - Senen,5602,sepi penumpang (Angkutan Umum Integrasi)
239,2021,8,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,7829,sepi penumpang (Angkutan Umum Integrasi)
240,2021,8,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,40578,sepi penumpang (Angkutan Umum Integrasi)
241,2021,8,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,29478,sepi penumpang (Angkutan Umum Integrasi)
242,2021,8,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,14,sepi penumpang (Angkutan Umum Integrasi)
243,2021,8,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,8,sepi penumpang (Angkutan Umum Integrasi)
244,2021,3,Mikrotrans,JAK.88,Terminal Tanjung Priok - Ancol Barat,29550,sepi penumpang (Mikrotrans)
245,2021,3,Mikrotrans,JAK.85,Bintara - Cipinang Indah,29905,sepi penumpang (Mikrotrans)
246,2021,3,Mikrotrans,JAK.84,Terminal Kampung Melayu - Kapin Raya,38674,sepi penumpang (Mikrotrans)
247,2021,3,Mikrotrans,JAK.80,Rawa Buaya - Rawa Kompeni,63082,sepi penumpang (Mikrotrans)
248,2021,3,Mikrotrans,JAK.77,Tanjung Priok - Jembatan Item,67739,sepi penumpang (Mikrotrans)
249,2021,3,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,53047,sepi penumpang (Mikrotrans)
250,2021,3,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,42207,sepi penumpang (Mikrotrans)
251,2021,3,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,78340,sepi penumpang (Mikrotrans)
252,2021,3,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,91806,sepi penumpang (Mikrotrans)
253,2021,3,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,68156,sepi penumpang (Mikrotrans)
254,2021,3,Mikrotrans,JAK.64,Lenteng Agung - Aseli,46819,sepi penumpang (Mikrotrans)
255,2021,3,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,41360,sepi penumpang (Mikrotrans)
256,2021,3,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,77402,sepi penumpang (Mikrotrans)
257,2021,3,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,100686,sepi penumpang (Mikrotrans)
258,2021,3,Mikrotrans,JAK.58,Cilingcing - Rorotan,97206,sepi penumpang (Mikrotrans)
259,2021,3,Mikrotrans,JAK.56,Grogol - Srengseng,53886,sepi penumpang (Mikrotrans)
260,2021,3,Mikrotrans,JAK.54,Grogol - Benhil,32490,sepi penumpang (Mikrotrans)
261,2021,3,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,28325,sepi penumpang (Mikrotrans)
262,2021,3,Mikrotrans,JAK.52,Kalideres - Muara Angke,59280,sepi penumpang (Mikrotrans)
263,2021,3,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,113243,sepi penumpang (Mikrotrans)
264,2021,3,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,67363,sepi penumpang (Mikrotrans)
265,2021,3,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,43954,sepi penumpang (Mikrotrans)
266,2021,3,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,52411,sepi penumpang (Mikrotrans)
267,2021,3,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,77915,sepi penumpang (Mikrotrans)
268,2021,3,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,57681,sepi penumpang (Mikrotrans)
269,2021,3,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,65591,sepi penumpang (Mikrotrans)
270,2021,3,Mikrotrans,JAK.43,Tongtek - Cililitan,89649,sepi penumpang (Mikrotrans)
271,2021,3,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,64890,sepi penumpang (Mikrotrans)
272,2021,3,Mikrotrans,JAK.41,Kampung Melayu - Pulo Gadung,29450,sepi penumpang (Mikrotrans)
273,2021,3,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,46228,sepi penumpang (Mikrotrans)
274,2021,3,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,65972,sepi penumpang (Mikrotrans)
275,2021,3,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,50005,sepi penumpang (Mikrotrans)
276,2021,3,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,62773,sepi penumpang (Mikrotrans)
277,2021,3,Mikrotrans,JAK.36,Cilangkap - Cililitan,101015,sepi penumpang (Mikrotrans)
278,2021,3,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,35034,sepi penumpang (Mikrotrans)
279,2021,3,Mikrotrans,JAK.34,Rawamangun - Klender,80563,sepi penumpang (Mikrotrans)
280,2021,3,Mikrotrans,JAK.33,Pulo Gadung - Kota,54740,sepi penumpang (Mikrotrans)
281,2021,3,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,94096,sepi penumpang (Mikrotrans)
282,2021,3,Mikrotrans,JAK.31,Blok M - Andara,66327,sepi penumpang (Mikrotrans)
283,2021,3,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,148435,sepi penumpang (Mikrotrans)
284,2021,3,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,118492,sepi penumpang (Mikrotrans)
285,2021,3,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,70303,sepi penumpang (Mikrotrans)
286,2021,3,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,52236,sepi penumpang (Mikrotrans)
287,2021,3,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,43700,sepi penumpang (Mikrotrans)
288,2021,3,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,62854,sepi penumpang (Mikrotrans)
289,2021,3,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,78082,sepi penumpang (Mikrotrans)
290,2021,3,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,29951,sepi penumpang (Mikrotrans)
291,2021,3,Mikrotrans,JAK.21,Cililitan - Dwikora,62627,sepi penumpang (Mikrotrans)
292,2021,3,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,68562,sepi penumpang (Mikrotrans)
293,2021,3,Mikrotrans,JAK.19,Pinang Ranti - Kampung Rambutan,121838,sepi penumpang (Mikrotrans)
294,2021,3,Mikrotrans,JAK.18,Kalibata - Kuningan,37386,sepi penumpang (Mikrotrans)
295,2021,3,Mikrotrans,JAK.17,Senen - Pulo Gadung,38648,sepi penumpang (Mikrotrans)
296,2021,3,Mikrotrans,JAK.16,Cililitan - Condet,76307,sepi penumpang (Mikrotrans)
297,2021,3,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,133740,sepi penumpang (Mikrotrans)
298,2021,3,Mikrotrans,JAK.14,Tanah Abang - Meruya,88861,sepi penumpang (Mikrotrans)
299,2021,3,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,15585,sepi penumpang (Mikrotrans)
300,2021,3,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,67389,sepi penumpang (Mikrotrans)
301,2021,3,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,83110,sepi penumpang (Mikrotrans)
302,2021,3,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,52125,sepi penumpang (Mikrotrans)
303,2021,3,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama,73946,sepi penumpang (Mikrotrans)
304,2021,3,Mikrotrans,JAK.10B,Gondangdia - Cikini via Kramat Raya,2828,sepi penumpang (Mikrotrans)
305,2021,3,Mikrotrans,JAK.10A,Gondangdia - Cikini via Salemba Raya,16781,sepi penumpang (Mikrotrans)
306,2021,3,Mikrotrans,JAK.10,Tanah Abang - Kota,51063,sepi penumpang (Mikrotrans)
307,2021,3,Mikrotrans,JAK.09,Roxy Mas - Karet,25584,sepi penumpang (Mikrotrans)
308,2021,3,Mikrotrans,JAK.08,Roxy - Benhil,29530,sepi penumpang (Mikrotrans)
309,2021,3,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,46342,sepi penumpang (Mikrotrans)
310,2021,3,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,82814,sepi penumpang (Mikrotrans)
311,2021,3,Mikrotrans,JAK.05,Semper - Rorotan,75218,sepi penumpang (Mikrotrans)
312,2021,3,Mikrotrans,JAK.04,Grogol - Tubagus Angke,52690,sepi penumpang (Mikrotrans)
313,2021,3,Mikrotrans,JAK.03,Lebak Bulus - Andara,36614,sepi penumpang (Mikrotrans)
314,2021,3,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,52302,sepi penumpang (Mikrotrans)
315,2021,3,Mikrotrans,JAK.01,Tanjung Priok - Plumpang,67629,sepi penumpang (Mikrotrans)
316,2021,3,BRT,9,Pinang Ranti - Pluit,756064,ramai penumpang (brt)
317,2021,3,BRT,8,Lebak Bulus - Harmoni,508851,ramai penumpang (brt)
318,2021,3,BRT,7,Kampung Rambutan - Kampung Melayu,453819,sedang penumpang (brt)
319,2021,3,BRT,6,Ragunan - Dukuh Atas 2,405083,sedang penumpang (brt)
320,2021,3,BRT,5,Kampung Melayu - Ancol,494769,ramai penumpang (brt)
321,2021,3,BRT,4,Pulo Gadung 2 - Tosari,277604,sedang penumpang (brt)
322,2021,3,BRT,3,Kalideres - Pasar Baru,534617,ramai penumpang (brt)
323,2021,3,BRT,2,Pulo Gadung 1 - Harmoni,412664,sedang penumpang (brt)
324,2021,3,BRT,13,Ciledug - Tendean,334450,sedang penumpang (brt)
325,2021,3,BRT,12,Penjaringan - Sunter Bouleverd Barat,164012,sepi penumpang (brt)
326,2021,3,BRT,11,Pulo Gebang - Kampung Melayu,166555,sepi penumpang (brt)
327,2021,3,BRT,10,Tanjung Priok - PGC 2,427032,sedang penumpang (brt)
328,2021,3,BRT,1,Blok M - Kota,1013221,ramai penumpang (brt)
329,2021,3,Angkutan Umum Integrasi,9H,Cipedak - Blok M,12674,sepi penumpang (Angkutan Umum Integrasi)
330,2021,3,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,13245,sepi penumpang (Angkutan Umum Integrasi)
331,2021,3,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,74555,sepi penumpang (Angkutan Umum Integrasi)
332,2021,3,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,8570,sepi penumpang (Angkutan Umum Integrasi)
333,2021,3,Angkutan Umum Integrasi,8E,Bintaro - Blok M,19297,sepi penumpang (Angkutan Umum Integrasi)
334,2021,3,Angkutan Umum Integrasi,8D,Joglo - Blok M,34009,sepi penumpang (Angkutan Umum Integrasi)
335,2021,3,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,18192,sepi penumpang (Angkutan Umum Integrasi)
336,2021,3,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,24723,sepi penumpang (Angkutan Umum Integrasi)
337,2021,3,Angkutan Umum Integrasi,7D,Pancoran - TMII,23286,sepi penumpang (Angkutan Umum Integrasi)
338,2021,3,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,82559,sepi penumpang (Angkutan Umum Integrasi)
339,2021,3,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,49219,sepi penumpang (Angkutan Umum Integrasi)
340,2021,3,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,2157,sepi penumpang (Angkutan Umum Integrasi)
341,2021,3,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,13318,sepi penumpang (Angkutan Umum Integrasi)
342,2021,3,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,24251,sepi penumpang (Angkutan Umum Integrasi)
343,2021,3,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,18468,sepi penumpang (Angkutan Umum Integrasi)
344,2021,3,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,93959,sepi penumpang (Angkutan Umum Integrasi)
345,2021,3,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,79666,sepi penumpang (Angkutan Umum Integrasi)
346,2021,3,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,19217,sepi penumpang (Angkutan Umum Integrasi)
347,2021,3,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,8638,sepi penumpang (Angkutan Umum Integrasi)
348,2021,3,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,41635,sepi penumpang (Angkutan Umum Integrasi)
349,2021,3,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,40301,sepi penumpang (Angkutan Umum Integrasi)
350,2021,3,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,23513,sepi penumpang (Angkutan Umum Integrasi)
351,2021,3,Angkutan Umum Integrasi,2Q,Gondangdia - Balai Kota,8440,sepi penumpang (Angkutan Umum Integrasi)
352,2021,3,Angkutan Umum Integrasi,2P,Gondangdia - Senen,6130,sepi penumpang (Angkutan Umum Integrasi)
353,2021,3,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,15225,sepi penumpang (Angkutan Umum Integrasi)
354,2021,3,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,27200,sepi penumpang (Angkutan Umum Integrasi)
355,2021,3,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,8456,sepi penumpang (Angkutan Umum Integrasi)
356,2021,3,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,9235,sepi penumpang (Angkutan Umum Integrasi)
357,2021,3,Angkutan Umum Integrasi,1M,Meruya - Blok M,25278,sepi penumpang (Angkutan Umum Integrasi)
358,2021,3,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,38768,sepi penumpang (Angkutan Umum Integrasi)
359,2021,3,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,8308,sepi penumpang (Angkutan Umum Integrasi)
360,2021,3,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,68895,sepi penumpang (Angkutan Umum Integrasi)
361,2021,3,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,14794,sepi penumpang (Angkutan Umum Integrasi)
362,2021,3,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,20906,sepi penumpang (Angkutan Umum Integrasi)
363,2021,3,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,68592,sepi penumpang (Angkutan Umum Integrasi)
364,2021,3,Angkutan Umum Integrasi,12B,Pluit - Senen,12131,sepi penumpang (Angkutan Umum Integrasi)
365,2021,3,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,10948,sepi penumpang (Angkutan Umum Integrasi)
366,2021,3,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,58186,sepi penumpang (Angkutan Umum Integrasi)
367,2021,3,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,36891,sepi penumpang (Angkutan Umum Integrasi)
368,2021,6,Mikrotrans,JAK.88,Terminal Tanjung Priok - Ancol Barat,33636,sepi penumpang (Mikrotrans)
369,2021,6,Mikrotrans,JAK.85,Bintara - Cipinang Indah,30376,sepi penumpang (Mikrotrans)
370,2021,6,Mikrotrans,JAK.84,Terminal Kampung Melayu - Kapin Raya,43502,sepi penumpang (Mikrotrans)
371,2021,6,Mikrotrans,JAK.80,Rawa Buaya - Rawa Kompeni,67559,sepi penumpang (Mikrotrans)
372,2021,6,Mikrotrans,JAK.77,Tanjung Priok - Jembatan Item,73193,sepi penumpang (Mikrotrans)
373,2021,6,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,49284,sepi penumpang (Mikrotrans)
374,2021,6,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,43869,sepi penumpang (Mikrotrans)
375,2021,6,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,75138,sepi penumpang (Mikrotrans)
376,2021,6,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,100305,sepi penumpang (Mikrotrans)
377,2021,6,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,63162,sepi penumpang (Mikrotrans)
378,2021,6,Mikrotrans,JAK.64,Lenteng Agung - Aseli,48331,sepi penumpang (Mikrotrans)
379,2021,6,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,41219,sepi penumpang (Mikrotrans)
380,2021,6,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,73595,sepi penumpang (Mikrotrans)
381,2021,6,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,88536,sepi penumpang (Mikrotrans)
382,2021,6,Mikrotrans,JAK.58,Cilingcing - Rorotan,101903,sepi penumpang (Mikrotrans)
383,2021,6,Mikrotrans,JAK.56,Grogol - Srengseng,57394,sepi penumpang (Mikrotrans)
384,2021,6,Mikrotrans,JAK.54,Grogol - Benhil,40997,sepi penumpang (Mikrotrans)
385,2021,6,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,39339,sepi penumpang (Mikrotrans)
386,2021,6,Mikrotrans,JAK.52,Kalideres - Muara Angke,65733,sepi penumpang (Mikrotrans)
387,2021,6,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,108644,sepi penumpang (Mikrotrans)
388,2021,6,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,69534,sepi penumpang (Mikrotrans)
389,2021,6,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,43143,sepi penumpang (Mikrotrans)
390,2021,6,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,53892,sepi penumpang (Mikrotrans)
391,2021,6,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,82501,sepi penumpang (Mikrotrans)
392,2021,6,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,57551,sepi penumpang (Mikrotrans)
393,2021,6,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,68704,sepi penumpang (Mikrotrans)
394,2021,6,Mikrotrans,JAK.43,Tongtek - Cililitan,92420,sepi penumpang (Mikrotrans)
395,2021,6,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,69476,sepi penumpang (Mikrotrans)
396,2021,6,Mikrotrans,JAK.41,Kampung Melayu - Pulo Gadung,40724,sepi penumpang (Mikrotrans)
397,2021,6,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,47087,sepi penumpang (Mikrotrans)
398,2021,6,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,63562,sepi penumpang (Mikrotrans)
399,2021,6,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,54526,sepi penumpang (Mikrotrans)
400,2021,6,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,56898,sepi penumpang (Mikrotrans)
401,2021,6,Mikrotrans,JAK.36,Cilangkap - Cililitan,86425,sepi penumpang (Mikrotrans)
402,2021,6,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,36012,sepi penumpang (Mikrotrans)
403,2021,6,Mikrotrans,JAK.34,Rawamangun - Klender,75158,sepi penumpang (Mikrotrans)
404,2021,6,Mikrotrans,JAK.33,Pulo Gadung - Kota,56710,sepi penumpang (Mikrotrans)
405,2021,6,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,92744,sepi penumpang (Mikrotrans)
406,2021,6,Mikrotrans,JAK.31,Blok M - Andara,65838,sepi penumpang (Mikrotrans)
407,2021,6,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,147239,sepi penumpang (Mikrotrans)
408,2021,6,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,116097,sepi penumpang (Mikrotrans)
409,2021,6,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,67277,sepi penumpang (Mikrotrans)
410,2021,6,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,49619,sepi penumpang (Mikrotrans)
411,2021,6,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,42770,sepi penumpang (Mikrotrans)
412,2021,6,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,64095,sepi penumpang (Mikrotrans)
413,2021,6,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,82803,sepi penumpang (Mikrotrans)
414,2021,6,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,34486,sepi penumpang (Mikrotrans)
415,2021,6,Mikrotrans,JAK.21,Cililitan - Dwikora,63804,sepi penumpang (Mikrotrans)
416,2021,6,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,67727,sepi penumpang (Mikrotrans)
417,2021,6,Mikrotrans,JAK.19,Pinang Ranti - Kampung Rambutan,115017,sepi penumpang (Mikrotrans)
418,2021,6,Mikrotrans,JAK.18,Kalibata - Kuningan,35311,sepi penumpang (Mikrotrans)
419,2021,6,Mikrotrans,JAK.17,Senen - Pulo Gadung,42227,sepi penumpang (Mikrotrans)
420,2021,6,Mikrotrans,JAK.16,Cililitan - Condet,76292,sepi penumpang (Mikrotrans)
421,2021,6,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,131981,sepi penumpang (Mikrotrans)
422,2021,6,Mikrotrans,JAK.14,Tanah Abang - Meruya,89403,sepi penumpang (Mikrotrans)
423,2021,6,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,18790,sepi penumpang (Mikrotrans)
424,2021,6,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,70817,sepi penumpang (Mikrotrans)
425,2021,6,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,86067,sepi penumpang (Mikrotrans)
426,2021,6,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,54658,sepi penumpang (Mikrotrans)
427,2021,6,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama,78127,sepi penumpang (Mikrotrans)
428,2021,6,Mikrotrans,JAK.10,Tanah Abang - Kota,50663,sepi penumpang (Mikrotrans)
429,2021,6,Mikrotrans,JAK.09,Roxy Mas - Karet,23423,sepi penumpang (Mikrotrans)
430,2021,6,Mikrotrans,JAK.08,Roxy - Benhil,38072,sepi penumpang (Mikrotrans)
431,2021,6,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,57293,sepi penumpang (Mikrotrans)
432,2021,6,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,81073,sepi penumpang (Mikrotrans)
433,2021,6,Mikrotrans,JAK.05,Semper - Rorotan,77085,sepi penumpang (Mikrotrans)
434,2021,6,Mikrotrans,JAK.04,Grogol - Tubagus Angke,58619,sepi penumpang (Mikrotrans)
435,2021,6,Mikrotrans,JAK.03,Lebak Bulus - Andara,36032,sepi penumpang (Mikrotrans)
436,2021,6,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,49639,sepi penumpang (Mikrotrans)
437,2021,6,Mikrotrans,JAK.01,Tanjung Priok - Plumpang,62146,sepi penumpang (Mikrotrans)
438,2021,6,BRT,9,Pinang Ranti - Pluit,692649,ramai penumpang (brt)
439,2021,6,BRT,8,Lebak Bulus - Harmoni,477804,ramai penumpang (brt)
440,2021,6,BRT,7,Kampung Rambutan - Kampung Melayu,405333,sedang penumpang (brt)
441,2021,6,BRT,6,Ragunan - Dukuh Atas 2,371126,sedang penumpang (brt)
442,2021,6,BRT,5,Kampung Melayu - Ancol,453222,sedang penumpang (brt)
443,2021,6,BRT,4,Pulo Gadung 2 - Tosari,276418,sedang penumpang (brt)
444,2021,6,BRT,3,Kalideres - Pasar Baru,484181,ramai penumpang (brt)
445,2021,6,BRT,2,Pulo Gadung 1 - Harmoni,351897,sedang penumpang (brt)
446,2021,6,BRT,13,Ciledug - Tendean,315765,sedang penumpang (brt)
447,2021,6,BRT,12,Penjaringan - Sunter Bouleverd Barat,148267,sepi penumpang (brt)
448,2021,6,BRT,11,Pulo Gebang - Kampung Melayu,148933,sepi penumpang (brt)
449,2021,6,BRT,10,Tanjung Priok - PGC 2,393998,sedang penumpang (brt)
450,2021,6,BRT,1,Blok M - Kota,899829,ramai penumpang (brt)
451,2021,6,Angkutan Umum Integrasi,9H,Cipedak - Blok M,13557,sepi penumpang (Angkutan Umum Integrasi)
452,2021,6,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,11879,sepi penumpang (Angkutan Umum Integrasi)
453,2021,6,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,71780,sepi penumpang (Angkutan Umum Integrasi)
454,2021,6,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,8238,sepi penumpang (Angkutan Umum Integrasi)
455,2021,6,Angkutan Umum Integrasi,8E,Bintaro - Blok M,17795,sepi penumpang (Angkutan Umum Integrasi)
456,2021,6,Angkutan Umum Integrasi,8D,Joglo - Blok M,26030,sepi penumpang (Angkutan Umum Integrasi)
457,2021,6,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,20094,sepi penumpang (Angkutan Umum Integrasi)
458,2021,6,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,24185,sepi penumpang (Angkutan Umum Integrasi)
459,2021,6,Angkutan Umum Integrasi,7D,Pancoran - TMII,23775,sepi penumpang (Angkutan Umum Integrasi)
460,2021,6,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,76133,sepi penumpang (Angkutan Umum Integrasi)
461,2021,6,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,64778,sepi penumpang (Angkutan Umum Integrasi)
462,2021,6,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,2135,sepi penumpang (Angkutan Umum Integrasi)
463,2021,6,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,24422,sepi penumpang (Angkutan Umum Integrasi)
464,2021,6,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,21967,sepi penumpang (Angkutan Umum Integrasi)
465,2021,6,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,17682,sepi penumpang (Angkutan Umum Integrasi)
466,2021,6,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,76188,sepi penumpang (Angkutan Umum Integrasi)
467,2021,6,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,75577,sepi penumpang (Angkutan Umum Integrasi)
468,2021,6,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,18759,sepi penumpang (Angkutan Umum Integrasi)
469,2021,6,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,6849,sepi penumpang (Angkutan Umum Integrasi)
470,2021,6,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,38174,sepi penumpang (Angkutan Umum Integrasi)
471,2021,6,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,37813,sepi penumpang (Angkutan Umum Integrasi)
